runtime, instance number, max population size, population size, max offspring, number of offspring, mean
4.203, 23, 44, 43, 30,29, 1.6409605617889942
4.211, 23, 44, 43, 31,30, 1.627668131617489
4.157, 23, 44, 43, 32,31, 1.6429851351812386
4.288, 23, 44, 43, 33,32, 1.6677221141051617
4.384, 23, 44, 43, 34,33, 1.69464364269624
4.291, 23, 44, 43, 35,34, 1.6730400536436218
4.303, 23, 44, 43, 36,35, 1.6626002770628912
4.381, 23, 44, 43, 37,36, 1.6552495400563096
4.286, 23, 44, 43, 38,37, 1.6808606715004717
4.261, 23, 44, 43, 39,38, 1.6455488879320277
4.247, 23, 44, 43, 40,39, 1.6482442482333461
4.339, 23, 44, 43, 41,40, 1.6618552217524936
4.259, 23, 44, 43, 42,41, 1.701433194276511
4.324, 23, 44, 43, 43,42, 1.6901244157562758
4.301, 23, 44, 43, 44,43, 1.7046843506921152
4.319, 23, 44, 43, 45,44, 1.71541131619421
4.345, 23, 44, 43, 46,45, 1.7111847419712451
4.214, 23, 44, 43, 47,46, 1.7121976752637835
4.255, 23, 44, 43, 48,47, 1.7515049583328384
4.251, 23, 44, 43, 49,48, 1.7100364412999425
4.224, 23, 44, 43, 50,49, 1.7168521105308432
5.932, 23, 45, 44, 1,0, 1.7662444783639075
5.719, 23, 45, 44, 2,1, 1.714592529714766
5.491, 23, 45, 44, 3,2, 1.6402211398648483
5.37, 23, 45, 44, 4,3, 1.6475927785410884
5.231, 23, 45, 44, 5,4, 1.611838147351729
5.07, 23, 45, 44, 6,5, 1.6252578375651083
4.96, 23, 45, 44, 7,6, 1.558368493327838
4.89, 23, 45, 44, 8,7, 1.5840616521513389
4.831, 23, 45, 44, 9,8, 1.6125268163899817
4.807, 23, 45, 44, 10,9, 1.612816569339533
4.727, 23, 45, 44, 11,10, 1.5852234328473858
4.682, 23, 45, 44, 12,11, 1.5990288054472372
4.603, 23, 45, 44, 13,12, 1.5858887955462802
4.569, 23, 45, 44, 14,13, 1.5506811024534382
4.558, 23, 45, 44, 15,14, 1.59162265949673
4.531, 23, 45, 44, 16,15, 1.5876069869759557
4.478, 23, 45, 44, 17,16, 1.6091638384021554
4.451, 23, 45, 44, 18,17, 1.61517339464501
4.432, 23, 45, 44, 19,18, 1.6031444934905044
4.435, 23, 45, 44, 20,19, 1.6102424239362327
4.357, 23, 45, 44, 21,20, 1.6370910349124206
4.436, 23, 45, 44, 22,21, 1.6153897376642394
4.431, 23, 45, 44, 23,22, 1.6307855326669944
4.425, 23, 45, 44, 24,23, 1.6744253755779084
4.397, 23, 45, 44, 25,24, 1.6405113520260257
4.412, 23, 45, 44, 26,25, 1.6705167037927358
4.322, 23, 45, 44, 27,26, 1.6374519229348166
4.306, 23, 45, 44, 28,27, 1.6406203891089919
4.307, 23, 45, 44, 29,28, 1.6255777785895333
4.28, 23, 45, 44, 30,29, 1.665599157674023
4.319, 23, 45, 44, 31,30, 1.638114740713404
4.245, 23, 45, 44, 32,31, 1.692254900020864
4.164, 23, 45, 44, 33,32, 1.6351366536810392
4.287, 23, 45, 44, 34,33, 1.699208944663799
4.311, 23, 45, 44, 35,34, 1.6512880173491222
4.249, 23, 45, 44, 36,35, 1.7030237053781423
4.119, 23, 45, 44, 37,36, 1.6689859694685982
4.159, 23, 45, 44, 38,37, 1.6598138466336443
4.129, 23, 45, 44, 39,38, 1.6758597821816887
4.139, 23, 45, 44, 40,39, 1.7036006322012043
4.147, 23, 45, 44, 41,40, 1.726433426428033
4.344, 23, 45, 44, 42,41, 1.6989868072686747
4.3, 23, 45, 44, 43,42, 1.7146925552266439
4.348, 23, 45, 44, 44,43, 1.7197859526505728
4.289, 23, 45, 44, 45,44, 1.667559787638717
4.234, 23, 45, 44, 46,45, 1.738110571414494
4.194, 23, 45, 44, 47,46, 1.744587729506731
4.352, 23, 45, 44, 48,47, 1.7116535330616909
4.28, 23, 45, 44, 49,48, 1.7612319893638233
4.294, 23, 45, 44, 50,49, 1.70529485028877
5.954, 23, 46, 45, 1,0, 1.7582672481785866
5.764, 23, 46, 45, 2,1, 1.688530455873228
5.498, 23, 46, 45, 3,2, 1.665638191099492
5.341, 23, 46, 45, 4,3, 1.6729561019699335
5.213, 23, 46, 45, 5,4, 1.6226356548515324
5.063, 23, 46, 45, 6,5, 1.574552421945486
4.958, 23, 46, 45, 7,6, 1.6011309064992851
4.902, 23, 46, 45, 8,7, 1.6161577879425626
4.851, 23, 46, 45, 9,8, 1.6219421653190491
4.763, 23, 46, 45, 10,9, 1.6085680755218241
4.709, 23, 46, 45, 11,10, 1.5935244382722926
4.658, 23, 46, 45, 12,11, 1.6014437989032762
4.605, 23, 46, 45, 13,12, 1.6255826263696407
4.533, 23, 46, 45, 14,13, 1.61510167344547
4.536, 23, 46, 45, 15,14, 1.62557757215797
4.5, 23, 46, 45, 16,15, 1.611577410077515
4.508, 23, 46, 45, 17,16, 1.609659327001566
4.473, 23, 46, 45, 18,17, 1.6474310654770767
4.52, 23, 46, 45, 19,18, 1.5996085418585537
4.504, 23, 46, 45, 20,19, 1.6365692485999053
4.507, 23, 46, 45, 21,20, 1.657559841090417
4.425, 23, 46, 45, 22,21, 1.6723488792984615
4.37, 23, 46, 45, 23,22, 1.6564780485395894
4.341, 23, 46, 45, 24,23, 1.6494854099601017
4.393, 23, 46, 45, 25,24, 1.6337108518569479
4.355, 23, 46, 45, 26,25, 1.6654231538112227
4.433, 23, 46, 45, 27,26, 1.6393499307070083
4.366, 23, 46, 45, 28,27, 1.6482430226073412
4.316, 23, 46, 45, 29,28, 1.6715136008598903
4.286, 23, 46, 45, 30,29, 1.6635094800750143
4.305, 23, 46, 45, 31,30, 1.668396656308569
4.323, 23, 46, 45, 32,31, 1.6580499736525158
4.273, 23, 46, 45, 33,32, 1.6751952491880218
4.259, 23, 46, 45, 34,33, 1.6761820287139817
4.299, 23, 46, 45, 35,34, 1.6715975016323417
4.232, 23, 46, 45, 36,35, 1.7140464339511443
4.28, 23, 46, 45, 37,36, 1.6576769300146066
4.25, 23, 46, 45, 38,37, 1.7102237136734448
4.34, 23, 46, 45, 39,38, 1.7013317110494313
4.304, 23, 46, 45, 40,39, 1.6838845511301206
4.274, 23, 46, 45, 41,40, 1.7093684728566152
4.257, 23, 46, 45, 42,41, 1.7037885425947716
4.187, 23, 46, 45, 43,42, 1.7295149439908457
4.101, 23, 46, 45, 44,43, 1.731333289138221
4.123, 23, 46, 45, 45,44, 1.7263599289974205
4.267, 23, 46, 45, 46,45, 1.7436336507102048
4.174, 23, 46, 45, 47,46, 1.751725963860051
4.274, 23, 46, 45, 48,47, 1.7484815744817257
4.254, 23, 46, 45, 49,48, 1.7356420495202651
4.11, 23, 46, 45, 50,49, 1.7414488564000874
5.895, 23, 47, 46, 1,0, 1.787052014698722
5.696, 23, 47, 46, 2,1, 1.737286069599966
5.531, 23, 47, 46, 3,2, 1.669563200443736
5.318, 23, 47, 46, 4,3, 1.6572687585461021
5.209, 23, 47, 46, 5,4, 1.5978743318487894
5.068, 23, 47, 46, 6,5, 1.6306523962503547
5.012, 23, 47, 46, 7,6, 1.6470200866341589
4.89, 23, 47, 46, 8,7, 1.6128094759281235
4.825, 23, 47, 46, 9,8, 1.636801032596344
4.76, 23, 47, 46, 10,9, 1.5996856765390086
4.749, 23, 47, 46, 11,10, 1.619353545869434
4.624, 23, 47, 46, 12,11, 1.6194230786305686
4.649, 23, 47, 46, 13,12, 1.614092106720452
4.611, 23, 47, 46, 14,13, 1.5804625595586859
4.755, 23, 47, 46, 15,14, 1.610234109911119
4.589, 23, 47, 46, 16,15, 1.6276618764288178
4.552, 23, 47, 46, 17,16, 1.6076662173532466
4.373, 23, 47, 46, 18,17, 1.6252774626884114
4.318, 23, 47, 46, 19,18, 1.6130716752195653
4.344, 23, 47, 46, 20,19, 1.6187231461304545
4.438, 23, 47, 46, 21,20, 1.6113829557863095
4.387, 23, 47, 46, 22,21, 1.6377301791032974
4.455, 23, 47, 46, 23,22, 1.630261899775141
4.373, 23, 47, 46, 24,23, 1.661614161478403
4.35, 23, 47, 46, 25,24, 1.6402376564324492
4.315, 23, 47, 46, 26,25, 1.6715096653912718
4.26, 23, 47, 46, 27,26, 1.6356288199053117
4.499, 23, 47, 46, 28,27, 1.6717832017377359
4.467, 23, 47, 46, 29,28, 1.6522096509554398
4.435, 23, 47, 46, 30,29, 1.63601442871743
4.358, 23, 47, 46, 31,30, 1.6615449493672323
4.264, 23, 47, 46, 32,31, 1.6767219120244274
4.338, 23, 47, 46, 33,32, 1.6484156051335117
4.25, 23, 47, 46, 34,33, 1.666191787016648
4.274, 23, 47, 46, 35,34, 1.7026655697790378
4.358, 23, 47, 46, 36,35, 1.6979167650770932
4.299, 23, 47, 46, 37,36, 1.6947520775569251
4.345, 23, 47, 46, 38,37, 1.703688101240805
4.281, 23, 47, 46, 39,38, 1.708204510964973
4.368, 23, 47, 46, 40,39, 1.7433317426252752
4.315, 23, 47, 46, 41,40, 1.7237720225663034
4.344, 23, 47, 46, 42,41, 1.718751320262611
4.374, 23, 47, 46, 43,42, 1.7420663824198006
4.265, 23, 47, 46, 44,43, 1.7432445480127676
4.252, 23, 47, 46, 45,44, 1.7099159150102845
4.311, 23, 47, 46, 46,45, 1.7298364546846219
4.293, 23, 47, 46, 47,46, 1.7544586335166166
4.313, 23, 47, 46, 48,47, 1.7340768119666266
4.289, 23, 47, 46, 49,48, 1.745535535592039
4.314, 23, 47, 46, 50,49, 1.7441026206902532
5.903, 23, 48, 47, 1,0, 1.772107157623657
5.664, 23, 48, 47, 2,1, 1.716617020462115
5.504, 23, 48, 47, 3,2, 1.6803179372602925
5.338, 23, 48, 47, 4,3, 1.6315612699228388
5.164, 23, 48, 47, 5,4, 1.6431756955720171
5.035, 23, 48, 47, 6,5, 1.6541925684299443
4.969, 23, 48, 47, 7,6, 1.5847749111971134
4.9, 23, 48, 47, 8,7, 1.6105196472027832
4.776, 23, 48, 47, 9,8, 1.618901916577876
4.719, 23, 48, 47, 10,9, 1.60007690002098
4.703, 23, 48, 47, 11,10, 1.6161223594573575
4.688, 23, 48, 47, 12,11, 1.6034118650645262
4.592, 23, 48, 47, 13,12, 1.6140763219794458
4.662, 23, 48, 47, 14,13, 1.6701730947655757
4.55, 23, 48, 47, 15,14, 1.6287737201655688
4.516, 23, 48, 47, 16,15, 1.6285910907147856
4.491, 23, 48, 47, 17,16, 1.6150768475935706
4.489, 23, 48, 47, 18,17, 1.6078312884435384
4.509, 23, 48, 47, 19,18, 1.5992327433828688
4.351, 23, 48, 47, 20,19, 1.6493303231007121
4.43, 23, 48, 47, 21,20, 1.6750949325951539
4.417, 23, 48, 47, 22,21, 1.636042418511953
4.372, 23, 48, 47, 23,22, 1.656714661963037
4.352, 23, 48, 47, 24,23, 1.6480439682416173
4.396, 23, 48, 47, 25,24, 1.700044776786869
4.326, 23, 48, 47, 26,25, 1.6656331641065076
4.333, 23, 48, 47, 27,26, 1.6568628229264761
4.386, 23, 48, 47, 28,27, 1.626013823557384
4.313, 23, 48, 47, 29,28, 1.676434082338745
4.282, 23, 48, 47, 30,29, 1.662354234964003
4.299, 23, 48, 47, 31,30, 1.6819242387146733
4.342, 23, 48, 47, 32,31, 1.6804186074260634
4.269, 23, 48, 47, 33,32, 1.6901092344600346
4.334, 23, 48, 47, 34,33, 1.7018253955182634
4.374, 23, 48, 47, 35,34, 1.681189446350515
4.266, 23, 48, 47, 36,35, 1.7061588168086614
4.317, 23, 48, 47, 37,36, 1.671090907830899
4.246, 23, 48, 47, 38,37, 1.7263308645199493
4.305, 23, 48, 47, 39,38, 1.705409956398445
4.34, 23, 48, 47, 40,39, 1.6912558733060457
4.289, 23, 48, 47, 41,40, 1.7351744403762428
4.287, 23, 48, 47, 42,41, 1.736672692414783
4.27, 23, 48, 47, 43,42, 1.7011575493690956
4.324, 23, 48, 47, 44,43, 1.7209619366216473
4.17, 23, 48, 47, 45,44, 1.7334678763598432
4.173, 23, 48, 47, 46,45, 1.7026405149994566
4.222, 23, 48, 47, 47,46, 1.7010384295768044
4.281, 23, 48, 47, 48,47, 1.7512441944731922
4.203, 23, 48, 47, 49,48, 1.7336496420669554
4.291, 23, 48, 47, 50,49, 1.7667441252662193
5.892, 23, 49, 48, 1,0, 1.8049414710443883
5.662, 23, 49, 48, 2,1, 1.7503035114125094
5.495, 23, 49, 48, 3,2, 1.6948858791440067
5.392, 23, 49, 48, 4,3, 1.725798448693857
5.154, 23, 49, 48, 5,4, 1.6079840638136986
5.05, 23, 49, 48, 6,5, 1.6247671453910535
4.945, 23, 49, 48, 7,6, 1.6104884069790386
4.844, 23, 49, 48, 8,7, 1.6142940465757505
4.801, 23, 49, 48, 9,8, 1.6223806830275174
4.801, 23, 49, 48, 10,9, 1.622004623878923
4.69, 23, 49, 48, 11,10, 1.679207820464859
4.634, 23, 49, 48, 12,11, 1.6424212957430218
4.6, 23, 49, 48, 13,12, 1.6255007879608716
4.563, 23, 49, 48, 14,13, 1.590775704408043
4.579, 23, 49, 48, 15,14, 1.6140691029709284
4.51, 23, 49, 48, 16,15, 1.6298186621384914
4.529, 23, 49, 48, 17,16, 1.632735014807578
4.454, 23, 49, 48, 18,17, 1.6149231268025315
4.457, 23, 49, 48, 19,18, 1.6545157816003324
4.431, 23, 49, 48, 20,19, 1.6587325405926756
4.441, 23, 49, 48, 21,20, 1.6234889804898842
4.422, 23, 49, 48, 22,21, 1.649464037151032
4.431, 23, 49, 48, 23,22, 1.615940933981543
4.373, 23, 49, 48, 24,23, 1.6213797869963027
4.366, 23, 49, 48, 25,24, 1.6797926318774443
4.33, 23, 49, 48, 26,25, 1.6791895312407352
4.331, 23, 49, 48, 27,26, 1.6478535966178938
4.356, 23, 49, 48, 28,27, 1.6441899740039054
4.422, 23, 49, 48, 29,28, 1.6915533176812545
4.32, 23, 49, 48, 30,29, 1.7076911657398486
4.312, 23, 49, 48, 31,30, 1.6789596465111827
4.361, 23, 49, 48, 32,31, 1.6887507755288307
4.252, 23, 49, 48, 33,32, 1.718304866205603
4.277, 23, 49, 48, 34,33, 1.746522452798264
4.343, 23, 49, 48, 35,34, 1.6961594168398804
4.314, 23, 49, 48, 36,35, 1.6893922945498847
4.294, 23, 49, 48, 37,36, 1.7350499184946493
4.288, 23, 49, 48, 38,37, 1.7482747328446127
4.311, 23, 49, 48, 39,38, 1.7013552815599167
4.287, 23, 49, 48, 40,39, 1.7127280599195072
4.263, 23, 49, 48, 41,40, 1.7342240912958284
4.338, 23, 49, 48, 42,41, 1.7495794899301444
4.251, 23, 49, 48, 43,42, 1.747872820793591
4.326, 23, 49, 48, 44,43, 1.724759173224792
4.348, 23, 49, 48, 45,44, 1.7416937273703224
4.244, 23, 49, 48, 46,45, 1.7620226842894577
4.281, 23, 49, 48, 47,46, 1.7925664653297944
4.306, 23, 49, 48, 48,47, 1.746856013120043
4.29, 23, 49, 48, 49,48, 1.7571111539229585
4.313, 23, 49, 48, 50,49, 1.7792664539308152
5.912, 23, 50, 49, 1,0, 1.7773396531899615
5.684, 23, 50, 49, 2,1, 1.7138990790973252
5.587, 23, 50, 49, 3,2, 1.6698367776157894
5.334, 23, 50, 49, 4,3, 1.6807868747750878
5.231, 23, 50, 49, 5,4, 1.6210303922050548
5.083, 23, 50, 49, 6,5, 1.6518785348219371
5.008, 23, 50, 49, 7,6, 1.6783347835709215
4.909, 23, 50, 49, 8,7, 1.6490874298834775
4.828, 23, 50, 49, 9,8, 1.6361061881472687
4.768, 23, 50, 49, 10,9, 1.6337082820344548
4.721, 23, 50, 49, 11,10, 1.6449107120729418
4.677, 23, 50, 49, 12,11, 1.6226977350102736
4.63, 23, 50, 49, 13,12, 1.6018851064271704
4.603, 23, 50, 49, 14,13, 1.6253123882271918
4.556, 23, 50, 49, 15,14, 1.6034966541813211
4.524, 23, 50, 49, 16,15, 1.647828386355549
4.523, 23, 50, 49, 17,16, 1.6558618510324798
4.434, 23, 50, 49, 18,17, 1.6518512747126857
4.349, 23, 50, 49, 19,18, 1.6681866318982845
4.394, 23, 50, 49, 20,19, 1.6191235187157063
4.327, 23, 50, 49, 21,20, 1.6582881044315703
4.372, 23, 50, 49, 22,21, 1.620448871760086
4.402, 23, 50, 49, 23,22, 1.662878874712448
4.404, 23, 50, 49, 24,23, 1.6662121787701867
4.388, 23, 50, 49, 25,24, 1.67218436265585
4.345, 23, 50, 49, 26,25, 1.636243441177815
4.354, 23, 50, 49, 27,26, 1.6624823477291166
4.415, 23, 50, 49, 28,27, 1.6715514473311515
4.336, 23, 50, 49, 29,28, 1.6482006261471127
4.314, 23, 50, 49, 30,29, 1.6621353086411184
4.38, 23, 50, 49, 31,30, 1.692760318612342
4.303, 23, 50, 49, 32,31, 1.7053753994830632
4.315, 23, 50, 49, 33,32, 1.6869936919121173
4.407, 23, 50, 49, 34,33, 1.6625879257666316
4.322, 23, 50, 49, 35,34, 1.6599266583713816
4.338, 23, 50, 49, 36,35, 1.70196960842717
4.329, 23, 50, 49, 37,36, 1.7040602923836903
4.346, 23, 50, 49, 38,37, 1.7196934225512255
4.305, 23, 50, 49, 39,38, 1.7397459160571835
4.357, 23, 50, 49, 40,39, 1.7248017305421086
4.299, 23, 50, 49, 41,40, 1.7282204167595565
4.268, 23, 50, 49, 42,41, 1.7359247025130284
4.344, 23, 50, 49, 43,42, 1.7280295408699413
4.314, 23, 50, 49, 44,43, 1.7678594241695755
4.215, 23, 50, 49, 45,44, 1.776892193343872
4.315, 23, 50, 49, 46,45, 1.783844756901851
4.33, 23, 50, 49, 47,46, 1.7178257305312787
4.329, 23, 50, 49, 48,47, 1.7478242758640565
4.263, 23, 50, 49, 49,48, 1.7610956326027734
4.285, 23, 50, 49, 50,49, 1.7251473495113878
5.152, 24, 1, 0, 1,0, 1.4798602951519861
4.988, 24, 1, 0, 2,1, 1.494069152437423
4.75, 24, 1, 0, 3,2, 1.5351727303332035
4.683, 24, 1, 0, 4,3, 1.532147644482926
4.58, 24, 1, 0, 5,4, 1.5253286811117848
4.566, 24, 1, 0, 6,5, 1.4606735135937423
4.48, 24, 1, 0, 7,6, 1.4746440507264347
4.471, 24, 1, 0, 8,7, 1.5009842613805937
4.421, 24, 1, 0, 9,8, 1.5397979615837616
4.399, 24, 1, 0, 10,9, 1.5056906983866605
4.375, 24, 1, 0, 11,10, 1.4548805805159062
4.346, 24, 1, 0, 12,11, 1.5206230662989095
4.342, 24, 1, 0, 13,12, 1.5705051762751447
4.317, 24, 1, 0, 14,13, 1.5264574454811948
4.329, 24, 1, 0, 15,14, 1.5234527383050704
4.32, 24, 1, 0, 16,15, 1.556298254148486
4.329, 24, 1, 0, 17,16, 1.5347852102608381
4.283, 24, 1, 0, 18,17, 1.5237956318773063
4.263, 24, 1, 0, 19,18, 1.5239427227529345
4.282, 24, 1, 0, 20,19, 1.516076203781439
4.263, 24, 1, 0, 21,20, 1.5167193160069172
4.245, 24, 1, 0, 22,21, 1.4989550659494693
4.228, 24, 1, 0, 23,22, 1.5023212559115713
4.226, 24, 1, 0, 24,23, 1.5591900894020072
4.244, 24, 1, 0, 25,24, 1.5617312029537491
4.224, 24, 1, 0, 26,25, 1.4964905705889386
4.226, 24, 1, 0, 27,26, 1.5085814210480772
4.219, 24, 1, 0, 28,27, 1.5351481818901787
4.217, 24, 1, 0, 29,28, 1.5107685269902158
4.207, 24, 1, 0, 30,29, 1.5494401754564748
4.206, 24, 1, 0, 31,30, 1.5221377557756757
4.201, 24, 1, 0, 32,31, 1.5285519113711634
4.185, 24, 1, 0, 33,32, 1.5532039017302872
4.189, 24, 1, 0, 34,33, 1.5267396644723674
4.197, 24, 1, 0, 35,34, 1.5495735673740114
4.181, 24, 1, 0, 36,35, 1.505759998009309
4.206, 24, 1, 0, 37,36, 1.548808508910495
4.189, 24, 1, 0, 38,37, 1.5233808576593275
4.2, 24, 1, 0, 39,38, 1.5361090928811532
4.192, 24, 1, 0, 40,39, 1.5206892516683959
4.187, 24, 1, 0, 41,40, 1.530712066426506
4.192, 24, 1, 0, 42,41, 1.5679435371747505
4.189, 24, 1, 0, 43,42, 1.5670283462491477
4.15, 24, 1, 0, 44,43, 1.503867764390558
4.178, 24, 1, 0, 45,44, 1.5127347330278909
4.17, 24, 1, 0, 46,45, 1.5200475890774785
4.171, 24, 1, 0, 47,46, 1.5532897896338898
4.175, 24, 1, 0, 48,47, 1.5453405574396961
4.156, 24, 1, 0, 49,48, 1.5351485016709927
4.175, 24, 1, 0, 50,49, 1.5486695783776923
5.222, 24, 2, 1, 1,0, 1.4117332788213706
4.99, 24, 2, 1, 2,1, 1.4235778013229017
4.754, 24, 2, 1, 3,2, 1.4012427262855705
4.636, 24, 2, 1, 4,3, 1.420846721959283
4.517, 24, 2, 1, 5,4, 1.4108375588594275
4.431, 24, 2, 1, 6,5, 1.4316111853390168
4.319, 24, 2, 1, 7,6, 1.4179300600562796
4.356, 24, 2, 1, 8,7, 1.3580407195864805
4.286, 24, 2, 1, 9,8, 1.3888090578148726
4.36, 24, 2, 1, 10,9, 1.41352265634217
4.242, 24, 2, 1, 11,10, 1.4136659245092302
4.205, 24, 2, 1, 12,11, 1.3957038430408144
4.242, 24, 2, 1, 13,12, 1.409611390957306
4.223, 24, 2, 1, 14,13, 1.3721959930012244
4.132, 24, 2, 1, 15,14, 1.3948223938276412
4.072, 24, 2, 1, 16,15, 1.4077595780282142
4.026, 24, 2, 1, 17,16, 1.471462150635506
3.974, 24, 2, 1, 18,17, 1.3622407719895122
3.971, 24, 2, 1, 19,18, 1.3882859448903324
3.931, 24, 2, 1, 20,19, 1.3848176834770418
3.936, 24, 2, 1, 21,20, 1.3695965707619049
3.942, 24, 2, 1, 22,21, 1.3861071327773185
3.962, 24, 2, 1, 23,22, 1.4033813451774235
4.053, 24, 2, 1, 24,23, 1.4102167427996464
4.026, 24, 2, 1, 25,24, 1.3625170771874666
4.006, 24, 2, 1, 26,25, 1.399037728596094
4.021, 24, 2, 1, 27,26, 1.3836135971881114
4.004, 24, 2, 1, 28,27, 1.4011689599759507
3.996, 24, 2, 1, 29,28, 1.3878771124770064
4.001, 24, 2, 1, 30,29, 1.3867927999863034
3.983, 24, 2, 1, 31,30, 1.3942233916538596
3.972, 24, 2, 1, 32,31, 1.4162533650148783
3.947, 24, 2, 1, 33,32, 1.3694572183733804
3.966, 24, 2, 1, 34,33, 1.3934924767184502
3.953, 24, 2, 1, 35,34, 1.4197282455986389
3.976, 24, 2, 1, 36,35, 1.4050532001249605
3.924, 24, 2, 1, 37,36, 1.402749185398431
3.949, 24, 2, 1, 38,37, 1.3977005858541027
3.951, 24, 2, 1, 39,38, 1.397190846685675
3.942, 24, 2, 1, 40,39, 1.4205204348620102
3.902, 24, 2, 1, 41,40, 1.3970186161597842
3.932, 24, 2, 1, 42,41, 1.4178277040787453
3.951, 24, 2, 1, 43,42, 1.392886129186126
3.894, 24, 2, 1, 44,43, 1.3981677193742532
3.917, 24, 2, 1, 45,44, 1.3933125380088058
3.883, 24, 2, 1, 46,45, 1.4268360380877378
3.87, 24, 2, 1, 47,46, 1.3828607245486055
3.907, 24, 2, 1, 48,47, 1.3918602218428402
3.911, 24, 2, 1, 49,48, 1.4022713566386054
3.872, 24, 2, 1, 50,49, 1.4261888087896195
5.574, 24, 3, 2, 1,0, 1.4091414336446193
5.176, 24, 3, 2, 2,1, 1.3211983239774743
4.924, 24, 3, 2, 3,2, 1.379521309601252
4.702, 24, 3, 2, 4,3, 1.425274858515486
4.657, 24, 3, 2, 5,4, 1.3690479525334949
4.501, 24, 3, 2, 6,5, 1.3506922795331775
4.456, 24, 3, 2, 7,6, 1.3412045378000224
4.411, 24, 3, 2, 8,7, 1.3398125482873966
4.256, 24, 3, 2, 9,8, 1.3679039292144077
4.259, 24, 3, 2, 10,9, 1.3325068005691436
4.142, 24, 3, 2, 11,10, 1.408899223708296
4.061, 24, 3, 2, 12,11, 1.3765166019107073
4.116, 24, 3, 2, 13,12, 1.3168356641132455
4.128, 24, 3, 2, 14,13, 1.3833174139277522
4.084, 24, 3, 2, 15,14, 1.3905358692978174
4.053, 24, 3, 2, 16,15, 1.3586302108809882
4.024, 24, 3, 2, 17,16, 1.4052013622923663
4.042, 24, 3, 2, 18,17, 1.3773752621390143
4.0, 24, 3, 2, 19,18, 1.3743365949170454
3.968, 24, 3, 2, 20,19, 1.3968558890891887
3.938, 24, 3, 2, 21,20, 1.323882690335985
3.954, 24, 3, 2, 22,21, 1.3907843155240944
3.92, 24, 3, 2, 23,22, 1.3531969345667372
3.941, 24, 3, 2, 24,23, 1.4093299740843428
3.922, 24, 3, 2, 25,24, 1.3787008294089047
3.904, 24, 3, 2, 26,25, 1.3785039664441916
3.92, 24, 3, 2, 27,26, 1.361054658864823
3.889, 24, 3, 2, 28,27, 1.3752337897869293
3.88, 24, 3, 2, 29,28, 1.3761138202862253
3.88, 24, 3, 2, 30,29, 1.357828101489006
3.867, 24, 3, 2, 31,30, 1.3855100280145816
3.858, 24, 3, 2, 32,31, 1.4131323180031339
3.849, 24, 3, 2, 33,32, 1.367567844223728
3.807, 24, 3, 2, 34,33, 1.3457665504564855
3.835, 24, 3, 2, 35,34, 1.3921930138464087
3.836, 24, 3, 2, 36,35, 1.3395440896510613
3.817, 24, 3, 2, 37,36, 1.3528997135862175
3.812, 24, 3, 2, 38,37, 1.3796947111604638
3.836, 24, 3, 2, 39,38, 1.3934822655725285
3.776, 24, 3, 2, 40,39, 1.3802211192433773
3.781, 24, 3, 2, 41,40, 1.3733930190648953
3.804, 24, 3, 2, 42,41, 1.3767533271691261
3.758, 24, 3, 2, 43,42, 1.3636999297235544
3.784, 24, 3, 2, 44,43, 1.343321408297909
3.733, 24, 3, 2, 45,44, 1.35253734011214
3.75, 24, 3, 2, 46,45, 1.391935924120378
3.752, 24, 3, 2, 47,46, 1.3589392082485194
3.768, 24, 3, 2, 48,47, 1.361586157223628
3.783, 24, 3, 2, 49,48, 1.3671531835588506
3.692, 24, 3, 2, 50,49, 1.3573715657738545
5.725, 24, 4, 3, 1,0, 1.380094827715407
5.322, 24, 4, 3, 2,1, 1.3241952501535927
5.015, 24, 4, 3, 3,2, 1.349174744141554
4.822, 24, 4, 3, 4,3, 1.366201216124011
4.646, 24, 4, 3, 5,4, 1.3588036170021507
4.55, 24, 4, 3, 6,5, 1.3485878556836197
4.414, 24, 4, 3, 7,6, 1.392200226317394
4.354, 24, 4, 3, 8,7, 1.3537526490619454
4.258, 24, 4, 3, 9,8, 1.350686854387521
4.212, 24, 4, 3, 10,9, 1.3452624455088706
4.132, 24, 4, 3, 11,10, 1.3845317165862308
4.02, 24, 4, 3, 12,11, 1.3353247848442338
3.994, 24, 4, 3, 13,12, 1.3564456943140282
3.932, 24, 4, 3, 14,13, 1.3447358372329732
3.907, 24, 4, 3, 15,14, 1.401687856831152
3.921, 24, 4, 3, 16,15, 1.3710547647928844
3.86, 24, 4, 3, 17,16, 1.3618484548602345
3.848, 24, 4, 3, 18,17, 1.3302856231831983
3.82, 24, 4, 3, 19,18, 1.3970470545130158
3.826, 24, 4, 3, 20,19, 1.3926537339118894
3.821, 24, 4, 3, 21,20, 1.3649962180329764
3.807, 24, 4, 3, 22,21, 1.3746170304867937
3.769, 24, 4, 3, 23,22, 1.342984310026225
3.876, 24, 4, 3, 24,23, 1.3663136229521313
3.845, 24, 4, 3, 25,24, 1.3353537869490884
3.89, 24, 4, 3, 26,25, 1.3381667189051252
3.89, 24, 4, 3, 27,26, 1.3499282692905368
3.841, 24, 4, 3, 28,27, 1.3723776169905026
3.807, 24, 4, 3, 29,28, 1.3599767683263404
3.803, 24, 4, 3, 30,29, 1.3166533231847641
3.795, 24, 4, 3, 31,30, 1.3159791278801514
3.818, 24, 4, 3, 32,31, 1.3628278098326532
